"gbifID","basisOfRecord","continent","countryCode","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","scientificName","genus","specificEpithet","infraspecificEpithet","fromfile"
"2265461647","PRESERVED_SPECIMEN",NA,"US","minnesota","ramsey",NA,"Merriam Park [St. Paul neighborhood at west end of Minnehaha Ave.];;029N;23W;",44.992077,-93.166387,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"859262389","PRESERVED_SPECIMEN","North America","US","kansas","barton",NA,"Cheyenne Bottoms, Area 34",38.48208,-98.6665,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2859040127","PRESERVED_SPECIMEN",NA,"US","pennsylvania","westmoreland",NA,"Donegal Township: 1 mi NE of Donegal along T333",40.111111,-79.369444,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51740493","PRESERVED_SPECIMEN","North America","US","oregon","josephine",NA,"Near Ferren Guard Station.",42.454,-123.69,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2430133416","PRESERVED_SPECIMEN",NA,"US","california","riverside",NA,"Idyllwild, San Jacinto Mountains.",33.7372,-116.7184,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2270655015","PRESERVED_SPECIMEN",NA,"US","arizona","gila",NA,"Sierra Ancha Mountains in Tonto National Forest; along Reynolds Creek just downstream from hwy 288 crossing",33.8772,-110.973,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1989119510","PRESERVED_SPECIMEN","North America","US","michigan","kalkaska",NA,"Excelsior Twp., T27N, R6W, S5.",44.764388,-85.061952,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1426203727","PRESERVED_SPECIMEN","North America","US","california","san mateo",NA,"San Carlos. North of Malabar Rd. and Melendy Dr.",37.493889,-122.278056,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2265461947","PRESERVED_SPECIMEN",NA,"US","minnesota","ramsey",NA,"Ramsey Co.; Shadow Falls Park [west end of Summit Ave], St. Paul;Shadow Falls Park;028N;23W;5",44.941898,-93.19694,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2430377320","PRESERVED_SPECIMEN",NA,"US","california","los angeles",NA,"San Gabriel Mountains: Rincon-Red Box Road (2N24), ridgetop between W Fork San Gabriel River and Roberts Canyon.",34.226783,-117.912168,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2859312565","PRESERVED_SPECIMEN",NA,"US","ohio","richland",NA,"Mansfield",40.75839,-82.515447,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1930110054","PRESERVED_SPECIMEN","North America","US","west virginia","mineral",NA,"North of the town of Mount Savage, along Blank Road south of Bald Knob Road, at edge of woods along roadside",39.71581,-78.89081,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2242390170","PRESERVED_SPECIMEN",NA,"US","colorado","denver",NA,"Denver Botanic Gardens, 909 York Street, Morrison Center",39.73193,-104.9619,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"859262398","PRESERVED_SPECIMEN","North America","US","kansas","osage",NA,"Lyndon, 3 mi N and 1 mi W",38.66621,-95.70156,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1321708308","PRESERVED_SPECIMEN","North America","US","maryland","montgomery",NA,"Near Cabin John",38.9725,-77.1492,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1305250700","PRESERVED_SPECIMEN","North America","US","wisconsin","jefferson","Palmyra",NA,42.863805,-88.590762,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2459170200","PRESERVED_SPECIMEN",NA,"US","california","santa cruz","Santa Cruz","Found in coastal wetland habitat, at the edge of a sidewalk",36.952513,-122.064084,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2270257914","PRESERVED_SPECIMEN",NA,"US","california","santa barbara",NA,"Canada Islay, south of Central Valley, about 1 mile west of Stanton Ranch; Santa Cruz Island",33.9963573209802,-119.748073682121,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1930369667","PRESERVED_SPECIMEN","North America","US","idaho","idaho",NA,"5 mi. up Squaw Cr. from highway U. S. 95.",45.4358,-116.4233,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2424881070","PRESERVED_SPECIMEN",NA,"US","california","los angeles",NA,"South of Wilson Cove, San Clemente Island.",32.9968,-118.5601,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51740874","PRESERVED_SPECIMEN","North America","US","oregon","harney",NA,"Steens Mt.",42.647,-118.5963,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1928265834","PRESERVED_SPECIMEN","North America","US","maryland","anne arundel",NA,"Town of Annapolis, along I-97, between US 50 and MD Rt. 450, Defense Highway, growing along the E side of road.",38.98828,-76.57792,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2270653919","PRESERVED_SPECIMEN",NA,"US","arizona","cochise",NA,"Side trail to Anita Park; Chiricahua Mountains, Chiricahua Wilderness Area",31.850678,-109.287762,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"415902698","PRESERVED_SPECIMEN",NA,"US","connecticut","fairfield","Fairfield","Fairfield",41.17583,-73.2725,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2575153004","PRESERVED_SPECIMEN",NA,"US","wyoming","albany",NA,"Rocky Mountains; Medicine Bow Mountians. John Burke cabin site (#10), about 0.25 miles west off State Route 230, near mile marker 38. 12 miles south of Wood’s Landing.",41.04,-106.16,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51740518","PRESERVED_SPECIMEN","North America","US","oregon","hood river",NA,"Dry Creek Falls, Cascade Locks.",45.67,-121.8894,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2424881459","PRESERVED_SPECIMEN",NA,"US","california","san diego",NA,"Volcan Mountains, San Felipe Valley Wildlife Area, bottom of Arkansas Canyon, approx. 1 mi SE of Catfish Spring.",33.1314,-116.5703,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2451544162","PRESERVED_SPECIMEN",NA,"US","california","shasta",NA,"Manzanita Lake Lodge, Lassen Volcanic National Park",40.536093,-121.562277,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2265461927","PRESERVED_SPECIMEN",NA,"US","minnesota","lake",NA,"Along hwy 61, near Little Marais, Lake Co.;North Shore;057N;06W;20",47.409711,-91.120321,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2982032335","PRESERVED_SPECIMEN",NA,"US","california","mendocino",NA,"In roadside ditch at edge of Ledum bog, west end of Ward Avenue, McKerricher State Park, N of Fort Bragg",39.49742,-123.79037,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1426170447","PRESERVED_SPECIMEN","North America","US","california","butte",NA,"Jonesville",40.1116,-121.4703,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2859036244","PRESERVED_SPECIMEN",NA,"US","pennsylvania","butler",NA,"Andersons Run, tributary of Glade Run, 2 mi NW of Cooperstown",40.741027,-79.957554,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1849161662","PRESERVED_SPECIMEN",NA,"US","south carolina","spartanburg",NA,"Spartanburg",34.5733,-82.044,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"441680161","PRESERVED_SPECIMEN",NA,"US","oregon","harney",NA,"Steens Mountain. McCoy Ridge.",42.767833,-118.63795,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51740191","PRESERVED_SPECIMEN","North America","US","oregon","curry",NA,"Goat Island, Migratory Bird Refuge, west of Harris Beach State Park, Brookings.",42.0658,-124.3214,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2421753021","PRESERVED_SPECIMEN",NA,"US","california","san luis obispo",NA,"San Luis Obispo County: West of Cerro Romauldo along Chorro Creek.",35.309613,-120.714198,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2242376979","PRESERVED_SPECIMEN",NA,"US","colorado","saguache",NA,"Sangre de Cristo Range, Rio Grande Natl. Forest, Dorsey Creek Rd. ca 4 mi E of Hwy 285",38.428503,-106.034736,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2982060123","PRESERVED_SPECIMEN",NA,"US","california","trinity",NA,"Near Jones Ridge, close to the town of Alderpoint",40.103556,-123.202278,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1931208122","PRESERVED_SPECIMEN","North America","US","maryland","anne arundel",NA,"Town of Arnold, at the junction of MD Rt.2, Ritchie Highway, and US Rt. 50, John Hanson Highway, growing along the roadside.",39.015,-76.48892,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2430143162","PRESERVED_SPECIMEN",NA,"US","california","orange",NA,"Lomas de Santiago: Loma Ridge, upper Bee Flat Cyn. below Loma Ridge Rd., 1.3 km N Bee Peak and 5.4 km NW Bolero Lookout, Irvine Ranch Conservancy.; El Toro",33.741111,-117.698611,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2459171044","PRESERVED_SPECIMEN",NA,"US","california","santa cruz","Santa Cruz","On the Coastal Science Campus. Restoration area between the Coastal Biology Building and the Seymour Center.",36.953,-122.0649,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2430427521","PRESERVED_SPECIMEN",NA,"US","california","san bernardino",NA,"Holcomb Valley north of Bear Valley",34.304742,-116.910006,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1988882387","PRESERVED_SPECIMEN","North America","US","michigan","alger",NA,"Pictured Rocks National Lakeshore at east end of Miners Basin. Sec. 2 T47N R18W",46.49855,-86.52071,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2873276507","PRESERVED_SPECIMEN",NA,"US","south dakota","lawrence",NA,"T6N R1E S24; Black Hills, Crow Peak Trailhead",44.46717,-103.94082,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2982024822","PRESERVED_SPECIMEN",NA,"US","california","trinity",NA,"Near Hayden Roughs.",40.116389,-123.243889,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2270654982","PRESERVED_SPECIMEN",NA,"US","arizona","coconino",NA,"Houston Draw",34.483373,-111.197464,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1844409861","PRESERVED_SPECIMEN",NA,"US","north carolina","watauga",NA,"Watauga County",36.23333,-81.7,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2859039958","PRESERVED_SPECIMEN",NA,"US","pennsylvania","greene",NA,"1.9 km ESE of Majorsville, West Virginia, along S bank of Enlow Fork of Wheeling Creek",39.95,-80.5,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2464624812","PRESERVED_SPECIMEN",NA,"US","oklahoma","ottawa",NA,"Grand River Dam Authority, Pasture W and SW of the corner of E. 65 Rd and S. 540 Rd, NW of Miami.",36.92068,-94.9159,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2430187047","PRESERVED_SPECIMEN",NA,"US","california","kern",NA,"South fork of the head of Bartolas Creek.",35.763361,-118.25669,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1319826812","PRESERVED_SPECIMEN","North America","US","district of columbia",NA,NA,NA,38.895,-77.0367,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2270171756","PRESERVED_SPECIMEN",NA,"US","california","san luis obispo",NA,"Cuesta-by-the-sea, S shore of Morro Bay",35.318273,-120.846811,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2270171773","PRESERVED_SPECIMEN",NA,"US","california","napa",NA,"On Howell Mtn Rd, 2.6 mi NE of State Rte 29/128, on E side of rd",38.53928,-122.455543,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51739815","PRESERVED_SPECIMEN","North America","US","oregon","lane",NA,"McKenzie Pass.",44.257,-121.813,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1257686923","PRESERVED_SPECIMEN","North America","US","missouri","scotland",NA,"Dancing Rabbit, central Field 1",40.3397,-92.1083,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2873276401","PRESERVED_SPECIMEN",NA,"US","south dakota","lawrence",NA,"Boxelder Forks Campground; T3N R5E S29 NE1/4",44.19116,-103.54313,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51740262","PRESERVED_SPECIMEN","North America","US","oregon","deschutes",NA,"East Lake, Paulina Mts.; [Deschutes National Forest].",43.7281,-121.2099,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2422290887","PRESERVED_SPECIMEN",NA,"US","california","nevada",NA,"CA Hwy 49 at bridge over south fork of the Yuba River, c. 6 miles WNW of Nevada City",39.39361,-121.08444,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1988902538","PRESERVED_SPECIMEN","North America","US","michigan","oscoda",NA,"T25N R3E Sec.11",44.57348,-84.03907,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2430495501","PRESERVED_SPECIMEN",NA,"US","california","kern",NA,"Mt Pinos, above Cuddy Valley",34.805921,-119.127411,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1986922778","PRESERVED_SPECIMEN",NA,"US","utah","salt lake",NA,"Wasatch National Forest; Little Cottonwood Canyon; Albion Basin; east shore of Secret Lake; at the base of a clump of Salix",40.570838,-111.622772,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1990817112","PRESERVED_SPECIMEN",NA,"US","new jersey","camden",NA,"Batsto village, Wharton State Forest, 1 mi. W on Main trail in Batsto Natural Area along Mullica River.",39.7311,-74.804167,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51739841","PRESERVED_SPECIMEN","North America","US","oregon","curry",NA,"Waterman's Winchuck River.",42.0283,-124.1688,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2270255417","PRESERVED_SPECIMEN",NA,"US","california","kern",NA,"Alta Sierra, Greenhorn Mt. 8 miles above Lake Isabella, off of Hwy 155. Private property (L. Theroux) abutting Sequoia Nat'l Forest. Collection include along portion of Ice House Creek on N of property and in Sequoia N.F. to W of property.",35.72694,-118.54583,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"1928020635","PRESERVED_SPECIMEN","North America","US","kansas","anderson",NA,"8 mi. N. of Lone Elm Native prairie",38.196019,-95.24331,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51740612","PRESERVED_SPECIMEN","North America","US","oregon","lincoln",NA,"east of Toledo.",44.6225,-123.8793,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"606657071","PRESERVED_SPECIMEN",NA,"US","new hampshire","grafton","Warren","Mount Moosilauke, Warren",44.02361,-71.83105,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2859054590","PRESERVED_SPECIMEN",NA,"US","west virginia","grant",NA,"facing N branch of Potomac River, about 1 mi NE of Bayard",39.283132,-79.35125,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"441680020","PRESERVED_SPECIMEN",NA,"US","washington","san juan",NA,"San Juan Islands. Fawn Island.",48.614217,-123.007017,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"51739990","PRESERVED_SPECIMEN","North America","US","oregon","lincoln",NA,"Just north of Waldport.",44.4708,-124.0663,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2265461103","PRESERVED_SPECIMEN",NA,"US","minnesota","carlton",NA,"St. Louis River gorge, Jay Cooke Park;Jay Cooke State Park;048N;16W;",46.634249,-92.364588,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2424880316","PRESERVED_SPECIMEN",NA,"US","california","san diego",NA,"Fox Outdoor School, SW of entrance, SW of San Luis Rey River, 3.5 miles NW of Lake Henshaw, Highway 76, Santa Ysabel",33.2623,-116.8098,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2265462233","PRESERVED_SPECIMEN",NA,"US","minnesota","pope",NA,"SW1/4 SW1/4 Sec.34. Moe Woods: T123N R36W.;Moe Woods, The Nature Conservancy;123N;36E;34",45.41981,-95.183338,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"176866623","PRESERVED_SPECIMEN","North America","US","new mexico","grant",NA,"Lake Roberts",33.0271799991374,-108.155,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
"2424880626","PRESERVED_SPECIMEN",NA,"US","california","san diego",NA,"Cuyamaca Rancho State Park. South of Lake Cuyamaca, approx. 0.1 mi east of intersection of State Hwy 79 and access road to Stonewall Mine. at drainage culvert on NW side of road.",32.9725,-116.5741,"Achillea millefolium L.","Achillea","millefolium",NA,"gdb"
